Id,MSSubClass,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,SaleType,SaleCondition,GarageAge,HouseAge,RemodelAge,TotalBathrooms,TotalRooms,TotalSF,GarageAreaCars,OverallQualCond,BsmtQualCond,TotalFloorsSF,HasPool,HasGarage,HasBasement,HasFireplace,HasWoodDeck,HasOpenPorch,HasEnclosedPorch,HasScreenPorch,QualToAgeRatio
656,160,RM,Reg,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,39,39,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,525,GasA,TA,Y,SBrkr,525,1092,0,1,1,3,1,TA,6,Typ,0,Gd,Detchd,39,Unf,1,264,TA,TA,Y,0,WD,Family,39,1971,1971,1.5,531,1617,264,30,TA_TA,1092,0,1,1,0,0,0,0,0,0.0030425963488843813
657,20,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,49,2,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,1053,GasA,Ex,Y,SBrkr,1053,1053,1,1,1,3,1,Gd,5,Typ,0,Gd,Attchd,49,RFn,1,312,TA,TA,Y,0,WD,Normal,49,1959,2006,2.5,1058,2106,312,35,TA_TA,1053,0,1,1,0,0,0,0,0,0.002551020408163265
658,70,RL,Reg,HLS,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,6,77,8,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,Unf,776,GasA,TA,Y,SBrkr,851,1502,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,77,RFn,1,270,TA,TA,P,0,WD,Normal,77,1931,2000,1.5,782,2278,270,42,Gd_TA,1502,0,1,1,1,0,0,1,0,0.0036231884057971015
659,50,RL,Reg,Lvl,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,62,60,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,912,GasA,TA,Y,SBrkr,912,1458,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,62,Unf,1,330,TA,TA,Y,0,WD,Abnorml,62,1948,1950,1.5,918,2370,330,30,TA_TA,1458,0,1,1,1,1,0,0,0,0.0030785017957927143
660,20,RL,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5,7,45,10,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,Unf,1486,GasA,Ex,Y,SBrkr,1486,1486,1,1,0,3,1,TA,7,Typ,0,Gd,Detchd,41,Fin,2,480,TA,TA,Y,0,WD,Normal,41,1964,1999,2.0,1493,2972,960,35,TA_TA,1486,0,1,1,0,0,0,0,0,0.002544529262086514
661,60,RL,Reg,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,7,7,31,31,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,793,GasA,TA,Y,SBrkr,1142,1935,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,31,RFn,2,550,TA,TA,Y,0,WD,Normal,31,1976,1976,2.5,800,2728,1100,49,Gd_TA,1935,0,1,1,1,0,1,1,0,0.0035407182599898838
662,60,RL,IR2,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,7,15,4,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,Gd,No,GLQ,Rec,1629,GasA,Ex,Y,SBrkr,1686,2448,1,2,1,4,1,Gd,8,Typ,1,TA,Attchd,15,RFn,3,711,TA,TA,Y,0,WD,Normal,15,1994,2005,3.5,1637,4077,2133,56,Gd_Gd,2448,0,1,1,1,1,1,0,0,0.0040100250626566416
663,20,RL,Reg,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,6,3,41,41,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,TA,CBlock,Fa,Fa,No,Unf,Unf,1392,GasA,Gd,Y,SBrkr,1392,1392,1,1,0,2,1,TA,5,Maj2,2,TA,Attchd,41,RFn,2,576,TA,TA,Y,0,WD,Normal,41,1968,1968,2.0,1397,2784,1152,18,Fa_Fa,1392,0,1,1,1,0,0,1,0,0.0030472320975114273
664,85,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,SFoyer,4,5,36,36,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,Rec,1138,GasA,TA,Y,SBrkr,1181,1181,1,2,0,3,1,TA,6,Typ,0,Gd,Detchd,34,RFn,2,588,TA,TA,Y,0,WD,Normal,34,1972,1972,3.0,1144,2319,1176,20,Gd_TA,1181,0,1,1,0,0,0,1,0,0.0020273694880892043
665,20,RL,IR2,Lvl,CulDSac,Somerst,RRAn,Norm,1Fam,1Story,8,5,1,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,2077,GasA,Ex,Y,SBrkr,2097,2097,1,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,1,Fin,3,1134,TA,TA,Y,0,New,Partial,1,2005,2006,2.5,2085,4174,3402,40,Ex_TA,2097,0,1,1,1,1,1,0,0,0.003988035892323031
666,60,RL,IR1,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,8,5,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1406,GasA,Ex,Y,SBrkr,1454,1936,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,6,RFn,2,504,TA,TA,Y,0,WD,Normal,6,2000,2000,2.5,1413,3342,1008,40,Gd_TA,1936,0,1,1,1,1,1,0,0,0.00399800099950025
667,60,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,6,5,42,28,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,Rec,1021,GasA,TA,Y,SBrkr,1465,2380,0,2,1,3,1,TA,7,Sev,1,Po,CarPort,42,Unf,2,596,TA,TA,Y,0,WD,Abnorml,42,1965,1979,2.5,1028,3401,1192,30,Gd_TA,2380,0,1,1,1,0,1,0,0,0.003051881993896236
668,20,RL,Reg,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,6,5,14,10,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1408,GasA,Ex,Y,SBrkr,1679,1679,1,2,0,3,1,Gd,7,Typ,1,Fa,Attchd,14,RFn,2,575,TA,TA,Y,0,WD,Normal,14,1994,1998,3.0,1415,3087,1150,30,Gd_TA,1679,0,1,1,1,1,1,0,0,0.0030075187969924814
669,20,RL,Reg,Bnk,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,6,50,19,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1188,GasA,Gd,Y,SBrkr,1437,1437,1,1,1,3,1,TA,6,Min2,1,TA,Detchd,7,Unf,2,576,TA,TA,Y,0,WD,Normal,7,1956,1987,2.5,1194,2625,1152,30,TA_TA,1437,0,1,1,1,1,0,0,0,0.0025549310168625446
670,30,RL,Reg,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,4,5,84,56,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,700,GasA,Ex,Y,SBrkr,1180,1180,0,1,0,2,1,Fa,5,Typ,1,Gd,Detchd,84,Unf,1,252,TA,Fa,Y,0,WD,Normal,84,1922,1950,1.0,705,1880,252,20,Fa_TA,1180,0,1,1,1,0,0,1,0,0.0020800832033281333
671,60,RL,Reg,Lvl,FR2,CollgCr,Norm,Norm,1Fam,2Story,6,5,4,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,738,GasA,Ex,Y,SBrkr,738,1476,1,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,4,Fin,2,540,TA,TA,Y,0,WD,Normal,4,2005,2005,3.5,745,2214,1080,30,Gd_TA,1476,0,1,1,0,1,1,0,0,0.0029910269192422734
672,70,RH,Reg,Lvl,Inside,Edwards,Artery,Norm,1Fam,2Story,6,6,84,59,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,672,GasA,TA,N,SBrkr,697,1369,1,2,0,3,1,TA,6,Typ,0,Gd,Detchd,79,Unf,1,300,TA,TA,Y,0,WD,Normal,79,1925,1950,3.0,678,2041,300,36,TA_TA,1369,0,1,1,0,1,0,0,0,0.003115264797507788
673,20,RL,IR1,Lvl,Inside,Veenker,Norm,Norm,1Fam,1Story,6,6,29,29,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,1208,GasA,TA,Y,SBrkr,1208,1208,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,29,RFn,2,546,TA,TA,Y,0,WD,Normal,29,1977,1977,2.5,1214,2416,1092,36,Gd_TA,1208,0,1,1,1,1,1,0,0,0.003033367037411527
674,20,RL,Reg,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,7,50,3,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,TA,TA,PConc,TA,TA,No,GLQ,Unf,1477,GasA,Ex,Y,SBrkr,1839,1839,1,2,0,3,1,Gd,7,Typ,2,TA,Attchd,50,Fin,2,416,TA,TA,Y,0,WD,Normal,50,1957,2004,3.0,1484,3316,832,42,TA_TA,1839,0,1,1,1,0,1,0,1,0.0030643513789581204
675,20,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,43,43,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1136,GasA,TA,Y,SBrkr,1136,1136,1,1,0,3,1,TA,5,Typ,1,Gd,Attchd,43,RFn,1,384,TA,TA,Y,0,WD,Normal,43,1965,1965,2.0,1141,2272,384,36,TA_TA,1136,0,1,1,1,1,0,0,0,0.003051881993896236
676,160,RL,Reg,Lvl,Inside,NPkVill,Norm,Norm,Twnhs,2Story,6,6,31,31,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,855,GasA,TA,Y,SBrkr,855,1441,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,31,Unf,2,440,TA,TA,Y,0,WD,Normal,31,1978,1978,2.5,862,2296,880,36,TA_TA,1441,0,1,1,1,1,0,0,0,0.003031834259727135
677,70,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,4,2,106,56,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,1095,GasW,Fa,N,SBrkr,1095,1774,1,2,0,4,2,TA,8,Min2,0,Gd,2Types,86,Unf,3,779,Fa,Fa,N,0,WD,Normal,86,1900,1950,3.0,1103,2869,2337,8,TA_Fa,1774,0,1,1,0,0,0,1,0,0.0021041557075223566
678,30,RL,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,8,85,3,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,768,GasA,Ex,Y,SBrkr,792,792,0,1,0,2,1,Gd,5,Typ,0,Gd,Detchd,85,Unf,1,240,Fa,Fa,N,0,WD,Normal,85,1924,2006,1.0,773,1560,240,40,TA_TA,792,0,1,1,0,1,0,1,0,0.0025974025974025974
679,20,RL,IR1,Lvl,Inside,StoneBr,Norm,Norm,1Fam,1Story,8,5,1,1,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,2046,GasA,Ex,Y,SBrkr,2046,2046,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,1,Fin,3,834,TA,TA,Y,0,New,Partial,1,2008,2008,2.5,2053,4092,2502,40,Ex_TA,2046,0,1,1,1,1,1,0,0,0.003982080637132902
680,20,RL,IR1,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,46,46,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,988,GasA,TA,Y,SBrkr,988,988,1,1,0,3,1,TA,5,Typ,0,Gd,Detchd,44,Unf,2,572,TA,TA,Y,0,WD,Normal,44,1961,1961,2.0,993,1976,1144,25,TA_TA,988,0,1,1,0,0,0,0,0,0.0025484199796126403
681,120,RL,Reg,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,30,30,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,BLQ,923,GasA,TA,Y,SBrkr,923,923,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,30,RFn,1,264,TA,TA,Y,0,WD,Normal,30,1980,1980,2.0,928,1846,264,30,Gd_TA,923,0,1,1,1,1,0,0,0,0.003028773346794548
682,50,RH,IR2,Bnk,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,77,9,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,793,GasA,Ex,Y,SBrkr,848,1520,0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,41,Unf,1,281,TA,TA,Y,0,WD,Abnorml,41,1932,2000,1.0,799,2313,281,25,TA_TA,1520,0,1,1,0,0,0,1,0,0.002586652871184687
683,120,RL,Reg,HLS,Inside,ClearCr,Norm,Norm,1Fam,1Story,6,5,12,11,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,1291,GasA,Ex,Y,SBrkr,1291,1291,1,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,12,Unf,2,431,TA,TA,Y,0,WD,Normal,12,1996,1997,2.0,1297,2582,862,30,Gd_TA,1291,0,1,1,1,1,0,0,0,0.0030045067601402104
684,20,RL,IR1,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,9,5,5,5,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1626,GasA,Ex,Y,SBrkr,1668,1668,1,2,0,3,1,Gd,7,Typ,1,TA,Attchd,5,Fin,3,702,TA,TA,Y,0,WD,Normal,5,2002,2002,3.0,1633,3294,2106,45,Gd_TA,1668,0,1,1,1,1,1,0,0,0.0044932601098352475
685,60,RL,IR2,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,7,5,12,12,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1195,GasA,Gd,Y,SBrkr,1195,1839,0,2,1,4,1,TA,7,Typ,0,Gd,Attchd,12,Fin,2,486,TA,TA,Y,0,WD,Normal,12,1998,1998,2.5,1202,3034,972,35,Gd_TA,1839,0,1,1,0,0,1,0,0,0.003501750875437719
686,160,RL,IR1,Lvl,CulDSac,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,23,23,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,LwQ,1190,GasA,Gd,Y,SBrkr,1190,2090,1,2,0,3,1,Gd,6,Min1,1,TA,Attchd,23,Fin,2,577,TA,TA,Y,0,WD,Normal,23,1984,1984,3.0,1196,3280,1154,35,Gd_TA,2090,0,1,1,1,1,0,0,0,0.003526448362720403
687,60,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,6,0,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,874,GasA,Ex,Y,SBrkr,874,1761,0,3,0,3,1,Gd,7,Typ,0,Gd,Attchd,0,Fin,2,578,TA,TA,Y,0,New,Partial,0,2007,2007,3.0,881,2635,1156,42,Gd_TA,1761,0,1,1,0,1,1,0,0,0.0034860557768924302
688,160,FV,IR2,Lvl,FR2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,3,3,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,551,GasA,Ex,Y,SBrkr,551,1102,0,2,1,2,1,Gd,4,Typ,0,Gd,Detchd,3,Unf,2,480,TA,TA,Y,0,WD,Normal,3,2004,2004,2.5,555,1653,960,35,Gd_TA,1102,0,1,1,0,0,1,0,0,0.003491271820448878
689,20,RL,Reg,HLS,Inside,StoneBr,Norm,Norm,1Fam,1Story,8,6,0,0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1419,GasA,Ex,Y,SBrkr,1419,1419,1,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,0,RFn,2,567,TA,TA,Y,0,New,Partial,0,2007,2007,3.0,1426,2838,1134,48,Gd_TA,1419,0,1,1,1,1,0,0,0,0.00398406374501992
690,120,RL,IR1,Lvl,Corner,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2,1,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1362,GasA,Ex,Y,SBrkr,1362,1362,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2,RFn,2,460,TA,TA,Y,0,WD,Normal,2,2005,2006,2.0,1368,2724,920,30,Gd_TA,1362,0,1,1,1,1,1,0,0,0.0029910269192422734
691,120,RM,Reg,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,4,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,848,GasA,Ex,Y,SBrkr,848,848,1,1,0,1,1,Gd,3,Typ,1,TA,Attchd,4,RFn,2,420,TA,TA,Y,0,WD,Normal,4,2004,2004,2.0,851,1696,840,30,Gd_TA,848,0,1,1,1,1,0,0,0,0.0029925187032418953
692,60,RL,IR1,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,10,6,13,12,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,2444,GasA,Ex,Y,SBrkr,2444,4316,0,3,1,4,1,Ex,10,Typ,2,Ex,Attchd,13,Fin,3,832,TA,TA,Y,0,WD,Normal,13,1994,1995,4.0,2454,6760,2496,60,Ex_TA,4316,0,1,1,1,1,1,0,0,0.005012531328320802
693,60,RL,IR1,Lvl,Inside,Timber,Norm,Norm,1Fam,2Story,7,5,17,16,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1210,GasA,Ex,Y,SBrkr,1238,2519,1,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,17,RFn,2,628,TA,TA,Y,0,WD,Normal,17,1989,1990,3.5,1219,3729,1256,35,Gd_TA,2519,0,1,1,1,1,1,0,0,0.0035175879396984926
694,30,RL,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,5,6,85,38,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1073,GasA,Ex,Y,SBrkr,1073,1073,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,38,Unf,1,326,TA,TA,Y,0,WD,Abnorml,38,1921,1968,1.0,1077,2146,326,30,TA_TA,1073,0,1,1,0,0,0,1,0,0.0026014568158168575
695,50,RM,Reg,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,73,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,927,GasA,TA,Y,SBrkr,1067,1539,0,1,1,3,1,TA,5,Typ,0,Gd,Detchd,14,Unf,2,576,TA,TA,Y,0,WD,Normal,14,1936,1950,1.5,932,2466,1152,30,TA_TA,1539,0,1,1,0,1,0,0,0,0.002581311306143521
696,20,RL,IR1,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,6,6,19,19,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,LwQ,1112,GasA,Gd,Y,SBrkr,1137,1137,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,19,Unf,2,551,TA,TA,Y,0,WD,Normal,19,1987,1987,3.0,1117,2249,1102,36,Gd_Gd,1137,0,1,1,1,1,0,0,0,0.0030181086519114686
697,30,RM,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,7,85,56,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,616,GasA,Gd,Y,SBrkr,616,616,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,85,Unf,1,205,TA,TA,Y,0,WD,Normal,85,1921,1950,1.0,620,1232,205,35,TA_TA,616,0,1,1,0,0,0,1,0,0.0026014568158168575
698,20,RL,IR1,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,7,54,54,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,ALQ,980,GasA,Fa,Y,FuseA,1148,1148,0,1,0,2,1,TA,6,Typ,0,Gd,Detchd,54,Unf,1,308,TA,TA,Y,0,WD,Normal,54,1952,1952,1.5,986,2128,308,35,Ex_Gd,1148,0,1,1,0,0,0,0,0,0.002560163850486431
699,20,RL,Reg,Lvl,Inside,Sawyer,RRAe,Norm,1Fam,1Story,5,8,45,1,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,BLQ,894,GasA,Ex,Y,SBrkr,894,894,1,1,0,3,1,TA,5,Typ,1,Gd,Detchd,37,Unf,1,336,TA,TA,Y,0,WD,Normal,37,1965,2009,2.0,899,1788,336,40,TA_TA,894,0,1,1,1,1,1,0,0,0.00254323499491353
700,120,FV,IR2,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,7,5,4,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1391,GasA,Ex,Y,SBrkr,1391,1391,0,2,0,2,1,Gd,5,Typ,0,Gd,Attchd,4,RFn,2,530,TA,TA,Y,0,WD,Normal,4,2004,2004,2.0,1396,2782,1060,35,Gd_TA,1391,0,1,1,0,1,1,0,0,0.003491271820448878
701,20,RL,Reg,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,4,4,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1800,GasA,Ex,Y,SBrkr,1800,1800,1,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,4,Fin,3,765,TA,TA,Y,0,WD,Normal,4,2002,2002,3.0,1807,3600,2295,40,Ex_TA,1800,0,1,1,1,1,1,0,0,0.00399400898652022
702,20,RL,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,5,37,37,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1164,GasA,TA,Y,SBrkr,1164,1164,0,1,1,3,1,TA,6,Typ,0,Gd,Attchd,37,Unf,2,528,TA,TA,Y,0,COD,Normal,37,1969,1969,1.5,1170,2328,1056,35,TA_TA,1164,0,1,1,0,0,0,0,0,0.003553299492385787
703,60,RL,IR1,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,8,5,0,0,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,Unf,1234,GasA,Ex,Y,SBrkr,1264,2576,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,0,Fin,3,666,TA,TA,Y,0,New,Partial,0,2006,2006,2.5,1244,3810,1998,40,Ex_Gd,2576,0,1,1,1,1,1,0,0,0.003986048829098156
704,190,RM,Reg,Lvl,Inside,OldTown,Feedr,Norm,2fmCon,2Story,5,9,110,14,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,Unf,360,GasA,Gd,Y,SBrkr,1032,1812,0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,11,Unf,2,672,TA,TA,N,0,WD,Normal,11,1900,1996,2.0,368,2172,1344,45,Gd_TA,1812,0,1,1,1,1,0,1,0,0.0026301946344029457
705,20,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1473,GasA,Ex,Y,SBrkr,1484,1484,1,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,6,RFn,2,606,TA,TA,Y,0,WD,Normal,6,2004,2005,3.0,1480,2957,1212,35,Gd_TA,1484,0,1,1,0,0,1,0,0,0.003491271820448878
706,190,RM,Reg,Lvl,Inside,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,80,60,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,TA,TA,No,Unf,Unf,0,GasA,Fa,N,SBrkr,372,1092,0,2,0,3,2,Fa,7,Mod,0,Gd,Attchd,80,Unf,0,0,TA,TA,N,0,WD,Normal,80,1930,1950,2.0,7,1092,0,20,TA_TA,1092,0,0,0,0,0,0,0,0,0.0020714655618850335
707,20,RL,IR2,Low,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,7,5,36,5,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1643,GasA,TA,Y,SBrkr,1824,1824,1,2,0,2,1,Gd,5,Typ,2,TA,Attchd,36,Unf,2,739,TA,TA,Y,0,WD,Normal,36,1971,2002,3.0,1648,3467,1478,35,Gd_TA,1824,0,1,1,1,1,1,0,0,0.0035496957403651115
708,120,RL,Reg,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,3,3,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1324,GasA,Ex,Y,SBrkr,1324,1324,1,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,3,Fin,2,550,TA,TA,Y,0,WD,Normal,3,2006,2006,3.0,1330,2648,1100,40,Gd_TA,1324,0,1,1,1,1,1,0,0,0.003986048829098156
